ID,SpeciesLevel,SpeciesCount,BranchCount,BranchLeafCount,BranchInteriorCount,TreeDepth,SpeciesProbMax,SpeciesProbMin,HomologuesToAnalyzeCount,HomologuesSuspiciousRecordsCount,HasHomologuesSuspiciousRecords,HomologueCount,DatabaseNotExhausted
M00595:3:000000000-ALULJ:1:1109:24195:19524_CONS_SUB_SUB,False,3,3,2,1,12,0.139,0.125,9,4,True,20,False
M01896:197:000000000-ANEHB:1:1110:5505:15489_CONS_SUB_SUB,True,1,1,0,1,13,1.0,1.0,1,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1114:19470:13891_CONS_SUB_SUB,True,1,1,0,1,13,1.0,1.0,1,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1110:26371:17360_CONS_SUB_SUB,True,2,2,0,2,10,0.998,0.001,1,0,False,50,True
M01896:197:000000000-ANEHB:1:1114:11991:2882_CONS_SUB_SUB_CMP,False,3,3,2,1,5,1.0,0.001,9,5,True,50,False
M00595:3:000000000-ALULJ:1:2105:13272:7758_CONS_SUB_SUB_CMP,False,3,3,2,1,10,0.161,0.001,18,6,True,50,False
MISEQ01:3:000000000-ALULJ:1:1112:5836:15252_CONS_SUB_SUB_CMP,False,4,4,3,1,10,0.159,0.122,27,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1106:12559:14774_CONS_SUB_SUB_CMP,False,3,3,1,2,13,0.345,0.001,2,0,False,6,True
M01896:197:000000000-ANEHB:1:1101:7326:18483_CONS_SUB_SUB_CMP,True,2,2,1,1,13,0.974,0.01,1,0,False,50,False
M01896:197:000000000-ANEHB:1:2108:10301:23371_CONS_SUB_SUB,True,1,1,0,1,4,1.0,1.0,3,1,True,6,False
MISEQ01:3:000000000-ALULJ:1:2106:13017:5064_CONS_SUB_SUB,False,4,4,3,1,5,0.166,0.123,4,2,True,50,False
M01896:197:000000000-ANEHB:1:1106:11753:20154_CONS_SUB_SUB_CMP,True,1,1,0,1,10,1.0,1.0,7,2,True,50,False
M01896:197:000000000-ANEHB:1:1110:10766:3025_CONS_SUB_SUB_CMP,True,4,4,1,3,11,1.0,0.02,1,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1113:7580:7779_CONS_SUB_SUB,True,1,1,0,1,13,0.997,0.997,1,0,False,43,False
M01896:197:000000000-ANEHB:1:2101:14245:13303_CONS_SUB_SUB,False,2,2,1,1,9,0.363,0.288,8,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1102:22262:20767_CONS_SUB_SUB,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
M00595:3:000000000-ALULJ:1:1109:16930:21661_CONS_SUB_SUB,True,1,1,0,1,11,0.962,0.962,2,1,True,50,False
MISEQ01:3:000000000-ALULJ:1:1110:12388:22064_CONS_SUB_SUB,True,2,2,1,1,13,0.889,0.061,3,0,False,50,False
M01896:197:000000000-ANEHB:1:1112:15590:3560_CONS_SUB_SUB,True,4,4,2,2,11,0.646,0.001,8,0,False,27,False
